0101000020E61000007D4A42E050FB28C0BE914BAC24CB1140,,41,Xa Fel,41,http://starwars.wikia.com/wiki/Xa_Fel,K-9,-92.698,33.046,41,Core,1,2,xa fel,,,4.448382084,-12.49085141
0101000020E6100000DB8ABB4925EE3A406B31B24380462C40,Orus,1242,Chazwa,1242,http://starwars.wikia.com/wiki/Chazwa,M-8,199.857,106.001,1241,Inner Rim,0,1,chazwa,,,14.13769733,26.93025647
0101000020E61000002036A2C5633D4E40CD9C47282AAA3640,Truum,1887,Azure,1887,http://starwars.wikia.com/wiki/Azure,P-8,448.837,172.768,1886,Mid Rim,0,1,azure,,,22.66470577,60.4796073
0101000020E61000000B50093EBC765BC07462ACC2A82A50C0,,1961,Lwhekk,1961,http://starwars.wikia.com/wiki/Lwhekk,C-16,-815.269,-634.739,1960,Unknown Regions,0,0,lwhekk,,,-64.66655032,-109.8552394
0101000020E6100000620AFFB7CCA45740BEEAEC57460E2140,Halla,1840,Xoman,1840,http://starwars.wikia.com/wiki/Xoman,S-9,701.869,63.523,1839,Mid Rim,0,3,xoman,,,8.527880428,94.57499504
0101000020E61000003AE85E9C020718C0CA76F84AA4C327C0,,1,Prakith,1,http://starwars.wikia.com/wiki/Prakith,K-10,-44.579,-88.82,1,Deep Core,1,1,prakith,,,-11.88211283,-6.006845897
0101000020E61000003348AB2597A2EFBFC7C9C2AC575A1FC0,,2,Keeara Major,2,http://starwars.wikia.com/wiki/Keeara_Major,K-10,-7.337,-58.352,2,Deep Core,0,2,keeara major,,,-7.838225078,-0.988597463
0101000020E6100000A09ED9D698F5F5BF3C2CCA2873E41BC0,,3,Symbia,3,http://starwars.wikia.com/wiki/Symbia,K-10,-10.185,-51.878,3,Deep Core,0,2,symbia,,,-6.973095548,-1.372460212
0101000020E61000002251AF2E835ED0BFDC84A6E53A5518C0,,4,Kuar,4,http://starwars.wikia.com/wiki/Kuar,K-10,-1.898,-45.231,4,Deep Core,0,2,kuar,,,-6.083232487,-0.255768581
0101000020E61000003D7572A7F0B524C054C37E4FAC432DC0,,5,Odik,5,http://starwars.wikia.com/wiki/Odik,K-11,-76.85,-109.79,5,Deep Core,0,2,odik,,,-14.632174,-10.35535167
0101000020E6100000795C08FD42E919C00FC5B2D3EED037C0,,6,Byss,6,http://starwars.wikia.com/wiki/Byss,K-11,-48.074,-182.068,6,Deep Core,1,0,byss,,,-23.81614421,-6.477794603
0101000020E6100000C8920E161B69FDBFFA28654AD2493AC0,,7,Kalist,7,http://starwars.wikia.com/wiki/Kalist_VI,K-12,-13.642,-202.323,7,Deep Core,1,1,kalist,,,-26.28836503,-1.838160597
0101000020E61000009A2BBD150DEAFCBF70F620670E9A3BC0,,8,Zamael,8,http://starwars.wikia.com/wiki/Zamael,K-12,-13.411,-213.257,8,Deep Core,0,2,zamael,,,-27.60178227,-1.807141385
0101000020E61000001268188D68EE01C0EE11410723363DC0,,9,Lialic,9,http://starwars.wikia.com/wiki/Lialic,K-12,-16.634,-226.839,9,Deep Core,0,2,lialic,,,-29.21147199,-2.241410353
0101000020E6100000D2F8B38F7D4FFEBF4C9A92EEDFFF3EC0,,10,Constancia,10,http://starwars.wikia.com/wiki/Constancia,K-12,-14.059,-242.179,10,Deep Core,0,2,constancia,,,-30.99951068,-1.894406854
0101000020E6100000F04A2F065FACDDBF728666C7DB8B3FC0,,11,Dulvoyinn,11,http://starwars.wikia.com/wiki/Dulvoyinn,K-12,-3.441,-246.927,11,Deep Core,0,2,dulvoyinn,,,-31.54632231,-0.463645702
0101000020E6100000ACDAED6F1B11C63FC5909C4CDCF824C0,,12,Tython,12,http://starwars.wikia.com/wiki/Tython,L-10,1.279,-78.258,12,Deep Core,1,0,tython,kalimahr,,-10.48605575,0.17239707
0101000020E6100000CDEF0B1AC00A244073A1F2AFE51F25C0,,13,Had Abbadon,13,http://starwars.wikia.com/wiki/Had_Abbadon,L-10,74.369,-78.834,13,Deep Core,0,2,had abbadon,,,-10.56229925,10.02099687
0101000020E6100000ED3B8E38C7172940EE74DD1774671FC0,,14,Cambria,14,http://starwars.wikia.com/wiki/Cambria,L-10,93.111,-58.448,14,Deep Core,0,2,cambria,,,-7.851028798,12.54644181
0101000020E610000018A28CB6FF7A1F409B45FF3651601AC0,,15,Vulpter,15,http://starwars.wikia.com/wiki/Vulpter,L-10,58.406,-49.045,15,Deep Core,1,1,vulpter,,,-6.59405981,7.870116093
0101000020E61000008493A4D309BC1A405785E29B618B14C0,,16,Besero,16,http://starwars.wikia.com/wiki/Besero,L-10,49.601,-38.168,16,Deep Core,0,2,besero,,,-5.136114536,6.683631236
0101000020E610000046F13E4F82A913407C663C56986E13C0,,17,Primus Goluud,17,http://starwars.wikia.com/wiki/Primus_Goluud,L-10,36.48,-36.096,17,Deep Core,0,2,primus goluud,,,-4.858002994,4.915536154
0101000020E61000007CF906E6AD21D13F1DDF9A18EB071CC0,,18,Empress Teta,18,http://starwars.wikia.com/wiki/Empress_Teta,L-10,1.987,-52.137,18,Deep Core,1,0,empress teta,koros major,,-7.007732758,0.267680621
0101000020E610000058535914F6C45F405ADBB164D0193DC0,Baxel,19,Iope,19,http://starwars.wikia.com/wiki/Iope,U-12,943.08,-225.899,19,Outer Rim,0,2,iope,,,-29.10083608,127.0775195
0101000020E6100000CE66C1038408F53FB3A86E7F458215C0,,20,Starswarm Cluster,20,http://starwars.wikia.com/wiki/Starswarm_Cluster,L-10,9.756,-39.965,20,Deep Core,0,2,starswarm cluster,,,-5.377218238,1.314579024
0101000020E6100000DDCF2FA6AEC7D03F0F0BD1FBA8E909C0,,21,Jerrilek,21,http://starwars.wikia.com/wiki/Jerrilek,L-10,1.946,-24.051,21,Deep Core,0,2,jerrilek,,,-3.239091842,0.262187636
0101000020E6100000D0838D7B8B98F83F1D06902D0D182CC0,,22,Tsoss Beacon,22,http://starwars.wikia.com/wiki/Tsoss_Beacon,L-11,11.408,-105.307,22,Deep Core,0,2,tsoss beacon,,,-14.04697554,1.537242396
0101000020E61000003C58D668FFBE2A40E604D09CB32E37C0,,23,Eclipse,23,http://starwars.wikia.com/wiki/Eclipse,L-11,99.245,-176.94,23,Deep Core,0,2,eclipse,,,-23.18242817,13.37304237
0101000020E61000001BCF0215D7E6FC3F8F4691F7A28A3FC0,,24,Crystan,24,http://starwars.wikia.com/wiki/Crystan,L-12,13.406,-246.885,24,Deep Core,0,2,crystan,,,-31.54154918,1.806357462
0101000020E61000002133D853F9F6FA3FA704485D003E40C0,,25,Khomm,25,http://starwars.wikia.com/wiki/Khomm,L-12,12.507,-255.138,25,Deep Core,0,1,khomm,,,-32.48438612,1.685296371
0101000020E6100000AA33AD03D66C2B40130B0FA988B723C0,,26,Dremulae,26,http://starwars.wikia.com/wiki/Dremulae,M-10,101.765,-73.526,26,Deep Core,0,2,dremulae,,,-9.858464511,13.7125703
0101000020E610000097A15CE013112D408358701ED27A35C0,,27,Ojom,27,http://starwars.wikia.com/wiki/Ojom,M-11,107.856,-163.279,27,Deep Core,1,1,ojom,,,-21.47976866,14.53335477
0101000020E6100000B5EF1F457C6D2E4039705A32BFF934C0,,28,Ottabesk,28,http://starwars.wikia.com/wiki/Ottabesk,M-11,112.906,-159.264,28,Deep Core,0,2,ottabesk,,,-20.97557368,15.21383873
0101000020E61000007C0E2C47C8882E40741FA953582934C0,,29,Hakassi,29,http://starwars.wikia.com/wiki/Hakassi,M-11,113.302,-152.812,29,Deep Core,0,2,hakassi,,,-20.16150401,15.267153
0101000020E6100000A0690DCE759A2C409F905B9BDFF132C0,,30,Ebaq,30,http://starwars.wikia.com/wiki/Ebaq,M-11,106.137,-143.229,30,Deep Core,0,2,ebaq,,,-18.94481822,14.30168003
0101000020E6100000B7AF0B58D5063040E0FF7D7CF8EC2DC0,,31,Thoadeye,31,http://starwars.wikia.com/wiki/Thoadeye,M-11,118.939,-112.328,31,Deep Core,0,2,thoadeye,,,-14.9628333,16.02669287
0101000020E61000000000000000000000956D9681B9CC32C0,,32,Galactic Center,32,http://starwars.wikia.com/wiki/Galactic_Center,K-11,0,-142.091,32,Deep Core,0,2,galactic center,,,-18.7997056,0
0101000020E61000002F0940713ABA2DC0FE307C233E9521C0,,33,Kokash,33,http://starwars.wikia.com/wiki/Kokash,J-10,-110.308,-65.502,33,Core,0,2,kokash,,,-8.791489705,-14.86372713
0101000020E61000002104A22FD64E2BC0FD24EB2E582721C0,,34,Pollillus,34,http://starwars.wikia.com/wiki/Pollillus,J-10,-101.33,-63.89,34,Core,1,2,pollillus,,,-8.57684466,-13.65397786
0101000020E61000007B21B282BE602BC04E1BA3AFFFE740C0,,35,Osssorck Nebulae,35,http://starwars.wikia.com/wiki/Osssorck_Nebulae,J-12,-101.59,-266.91,35,Core,0,2,osssorck nebulae,,,-33.81249042,-13.68895348
